행정동명,연월,유입인구
서울특별시 동대문구 답십리2동,2024년 03월,"985,215"
서울특별시 동대문구 답십리2동,2024년 04월,"1,034,240"
서울특별시 동대문구 답십리2동,2024년 05월,"1,068,661"
서울특별시 동대문구 답십리2동,2024년 06월,"1,000,237"
서울특별시 동대문구 답십리2동,2024년 07월,"993,904"
서울특별시 동대문구 용신동,2022년 01월,"2,132,083"
서울특별시 동대문구 용신동,2022년 02월,"1,823,099"
서울특별시 동대문구 용신동,2022년 03월,"2,118,155"
서울특별시 동대문구 용신동,2022년 04월,"2,449,962"
서울특별시 동대문구 용신동,2022년 05월,"3,117,651"
서울특별시 동대문구 용신동,2022년 06월,"2,430,053"
서울특별시 동대문구 용신동,2022년 07월,"2,452,381"
서울특별시 동대문구 용신동,2022년 08월,"2,293,132"
서울특별시 동대문구 용신동,2022년 09월,"2,412,192"
서울특별시 동대문구 용신동,2022년 10월,"2,537,712"
서울특별시 동대문구 용신동,2022년 11월,"2,497,425"
서울특별시 동대문구 용신동,2022년 12월,"2,414,330"
서울특별시 동대문구 용신동,2023년 01월,"2,280,986"
서울특별시 동대문구 용신동,2023년 02월,"2,315,325"
서울특별시 동대문구 용신동,2023년 03월,"2,758,366"
서울특별시 동대문구 용신동,2023년 04월,"2,622,978"
서울특별시 동대문구 용신동,2023년 05월,"2,712,458"
서울특별시 동대문구 용신동,2023년 06월,"2,658,673"
서울특별시 동대문구 용신동,2023년 07월,"2,583,547"
서울특별시 동대문구 용신동,2023년 08월,"2,517,893"
서울특별시 동대문구 용신동,2023년 09월,"2,622,943"
서울특별시 동대문구 용신동,2023년 10월,"2,700,294"
서울특별시 동대문구 용신동,2023년 11월,"2,626,145"
서울특별시 동대문구 용신동,2023년 12월,"2,565,798"
서울특별시 동대문구 용신동,2024년 01월,"2,573,932"
서울특별시 동대문구 용신동,2024년 02월,"2,375,977"
서울특별시 동대문구 용신동,2024년 03월,"2,906,055"
서울특별시 동대문구 용신동,2024년 04월,"2,933,896"
서울특별시 동대문구 용신동,2024년 05월,"2,965,677"
서울특별시 동대문구 용신동,2024년 06월,"2,773,616"
서울특별시 동대문구 용신동,2024년 07월,"2,754,541"
서울특별시 동대문구 이문1동,2022년 01월,"915,929"
서울특별시 동대문구 이문1동,2022년 02월,"822,093"
서울특별시 동대문구 이문1동,2022년 03월,"1,069,691"
서울특별시 동대문구 이문1동,2022년 04월,"1,216,566"
서울특별시 동대문구 이문1동,2022년 05월,"1,671,814"
서울특별시 동대문구 이문1동,2022년 06월,"1,269,580"
서울특별시 동대문구 이문1동,2022년 07월,"1,190,762"
서울특별시 동대문구 이문1동,2022년 08월,"1,181,368"
서울특별시 동대문구 이문1동,2022년 09월,"1,583,034"
서울특별시 동대문구 이문1동,2022년 10월,"1,592,161"
서울특별시 동대문구 이문1동,2022년 11월,"1,647,651"
서울특별시 동대문구 이문1동,2022년 12월,"1,464,013"
서울특별시 동대문구 이문1동,2023년 01월,"1,077,096"
서울특별시 동대문구 이문1동,2023년 02월,"1,131,161"
서울특별시 동대문구 이문1동,2023년 03월,"1,917,246"
서울특별시 동대문구 이문1동,2023년 04월,"1,780,091"
서울특별시 동대문구 이문1동,2023년 05월,"1,929,977"
서울특별시 동대문구 이문1동,2023년 06월,"1,641,953"
서울특별시 동대문구 이문1동,2023년 07월,"1,241,847"
서울특별시 동대문구 이문1동,2023년 08월,"1,204,886"
서울특별시 동대문구 이문1동,2023년 09월,"1,734,107"
서울특별시 동대문구 이문1동,2023년 10월,"1,729,803"
서울특별시 동대문구 이문1동,2023년 11월,"1,793,352"
서울특별시 동대문구 이문1동,2023년 12월,"1,559,933"
서울특별시 동대문구 이문1동,2024년 01월,"1,193,124"
서울특별시 동대문구 이문1동,2024년 02월,"1,100,704"
서울특별시 동대문구 이문1동,2024년 03월,"1,830,780"
서울특별시 동대문구 이문1동,2024년 04월,"1,850,327"
서울특별시 동대문구 이문1동,2024년 05월,"1,927,531"
서울특별시 동대문구 이문1동,2024년 06월,"1,556,550"
서울특별시 동대문구 이문1동,2024년 07월,"1,283,156"
서울특별시 동대문구 이문2동,2022년 01월,"599,747"
서울특별시 동대문구 이문2동,2022년 02월,"515,898"
서울특별시 동대문구 이문2동,2022년 03월,"604,780"
서울특별시 동대문구 이문2동,2022년 04월,"717,011"
서울특별시 동대문구 이문2동,2022년 05월,"981,858"
서울특별시 동대문구 이문2동,2022년 06월,"736,304"
서울특별시 동대문구 이문2동,2022년 07월,"728,077"
서울특별시 동대문구 이문2동,2022년 08월,"678,581"
서울특별시 동대문구 이문2동,2022년 09월,"726,880"
서울특별시 동대문구 이문2동,2022년 10월,"746,880"
서울특별시 동대문구 이문2동,2022년 11월,"741,772"
서울특별시 동대문구 이문2동,2022년 12월,"700,134"
서울특별시 동대문구 이문2동,2023년 01월,"652,057"
서울특별시 동대문구 이문2동,2023년 02월,"642,705"
서울특별시 동대문구 이문2동,2023년 03월,"802,726"
서울특별시 동대문구 이문2동,2023년 04월,"772,800"
서울특별시 동대문구 이문2동,2023년 05월,"866,209"
서울특별시 동대문구 이문2동,2023년 06월,"794,260"
서울특별시 동대문구 이문2동,2023년 07월,"780,363"
서울특별시 동대문구 이문2동,2023년 08월,"761,756"
서울특별시 동대문구 이문2동,2023년 09월,"761,581"
서울특별시 동대문구 이문2동,2023년 10월,"764,266"
서울특별시 동대문구 이문2동,2023년 11월,"735,714"
서울특별시 동대문구 이문2동,2023년 12월,"686,711"
서울특별시 동대문구 이문2동,2024년 01월,"653,089"
서울특별시 동대문구 이문2동,2024년 02월,"626,697"
서울특별시 동대문구 이문2동,2024년 03월,"740,507"
서울특별시 동대문구 이문2동,2024년 04월,"796,049"
서울특별시 동대문구 이문2동,2024년 05월,"902,566"
서울특별시 동대문구 이문2동,2024년 06월,"832,594"
서울특별시 동대문구 이문2동,2024년 07월,"816,351"
서울특별시 동대문구 장안1동,2022년 01월,"1,277,810"
서울특별시 동대문구 장안1동,2022년 02월,"1,128,122"
서울특별시 동대문구 장안1동,2022년 03월,"1,291,484"
서울특별시 동대문구 장안1동,2022년 04월,"1,463,828"
서울특별시 동대문구 장안1동,2022년 05월,"1,868,162"
서울특별시 동대문구 장안1동,2022년 06월,"1,497,394"
서울특별시 동대문구 장안1동,2022년 07월,"1,540,493"
서울특별시 동대문구 장안1동,2022년 08월,"1,505,712"
서울특별시 동대문구 장안1동,2022년 09월,"1,526,845"
서울특별시 동대문구 장안1동,2022년 10월,"1,607,986"
서울특별시 동대문구 장안1동,2022년 11월,"1,567,835"
서울특별시 동대문구 장안1동,2022년 12월,"1,555,427"
서울특별시 동대문구 장안1동,2023년 01월,"1,452,290"
서울특별시 동대문구 장안1동,2023년 02월,"1,488,172"
서울특별시 동대문구 장안1동,2023년 03월,"1,729,712"
서울특별시 동대문구 장안1동,2023년 04월,"1,651,217"
서울특별시 동대문구 장안1동,2023년 05월,"1,694,709"
서울특별시 동대문구 장안1동,2023년 06월,"1,638,663"
서울특별시 동대문구 장안1동,2023년 07월,"1,637,369"
서울특별시 동대문구 장안1동,2023년 08월,"1,610,236"
서울특별시 동대문구 장안1동,2023년 09월,"1,577,196"
서울특별시 동대문구 장안1동,2023년 10월,"1,621,679"
서울특별시 동대문구 장안1동,2023년 11월,"1,579,312"
서울특별시 동대문구 장안1동,2023년 12월,"1,548,569"
서울특별시 동대문구 장안1동,2024년 01월,"1,567,979"
서울특별시 동대문구 장안1동,2024년 02월,"1,449,519"
서울특별시 동대문구 장안1동,2024년 03월,"1,703,324"
서울특별시 동대문구 장안1동,2024년 04월,"1,707,425"
서울특별시 동대문구 장안1동,2024년 05월,"1,759,197"
서울특별시 동대문구 장안1동,2024년 06월,"1,694,841"
서울특별시 동대문구 장안1동,2024년 07월,"1,743,046"
서울특별시 동대문구 장안2동,2022년 01월,"1,318,894"
서울특별시 동대문구 장안2동,2022년 02월,"1,167,315"
서울특별시 동대문구 장안2동,2022년 03월,"1,350,521"
서울특별시 동대문구 장안2동,2022년 04월,"1,538,271"
서울특별시 동대문구 장안2동,2022년 05월,"1,968,848"
서울특별시 동대문구 장안2동,2022년 06월,"1,578,395"
서울특별시 동대문구 장안2동,2022년 07월,"1,600,767"
서울특별시 동대문구 장안2동,2022년 08월,"1,560,589"
서울특별시 동대문구 장안2동,2022년 09월,"1,601,650"
서울특별시 동대문구 장안2동,2022년 10월,"1,682,010"
서울특별시 동대문구 장안2동,2022년 11월,"1,618,315"
서울특별시 동대문구 장안2동,2022년 12월,"1,580,785"
서울특별시 동대문구 장안2동,2023년 01월,"1,498,324"
서울특별시 동대문구 장안2동,2023년 02월,"1,490,857"
서울특별시 동대문구 장안2동,2023년 03월,"1,771,323"
서울특별시 동대문구 장안2동,2023년 04월,"1,734,754"
서울특별시 동대문구 장안2동,2023년 05월,"1,819,174"
서울특별시 동대문구 장안2동,2023년 06월,"1,766,453"
서울특별시 동대문구 장안2동,2023년 07월,"1,768,084"
서울특별시 동대문구 장안2동,2023년 08월,"1,743,621"
서울특별시 동대문구 장안2동,2023년 09월,"1,745,796"
서울특별시 동대문구 장안2동,2023년 10월,"1,781,341"
서울특별시 동대문구 장안2동,2023년 11월,"1,683,610"
서울특별시 동대문구 장안2동,2023년 12월,"1,687,660"
서울특별시 동대문구 장안2동,2024년 01월,"1,671,665"
서울특별시 동대문구 장안2동,2024년 02월,"1,583,855"
서울특별시 동대문구 장안2동,2024년 03월,"1,858,643"
서울특별시 동대문구 장안2동,2024년 04월,"1,923,322"
서울특별시 동대문구 장안2동,2024년 05월,"1,955,707"
서울특별시 동대문구 장안2동,2024년 06월,"1,866,026"
서울특별시 동대문구 장안2동,2024년 07월,"1,875,254"
서울특별시 동대문구 전농1동,2022년 01월,"1,569,353"
서울특별시 동대문구 전농1동,2022년 02월,"1,370,871"
서울특별시 동대문구 전농1동,2022년 03월,"1,531,677"
서울특별시 동대문구 전농1동,2022년 04월,"1,740,758"
서울특별시 동대문구 전농1동,2022년 05월,"2,402,230"
서울특별시 동대문구 전농1동,2022년 06월,"1,860,054"
서울특별시 동대문구 전농1동,2022년 07월,"1,827,908"
서울특별시 동대문구 전농1동,2022년 08월,"1,689,140"
서울특별시 동대문구 전농1동,2022년 09월,"1,706,419"
서울특별시 동대문구 전농1동,2022년 10월,"1,760,316"
서울특별시 동대문구 전농1동,2022년 11월,"1,718,598"
서울특별시 동대문구 전농1동,2022년 12월,"1,836,823"
서울특별시 동대문구 전농1동,2023년 01월,"1,691,780"
서울특별시 동대문구 전농1동,2023년 02월,"1,684,168"
서울특별시 동대문구 전농1동,2023년 03월,"2,037,735"
서울특별시 동대문구 전농1동,2023년 04월,"1,908,526"
서울특별시 동대문구 전농1동,2023년 05월,"2,024,684"
서울특별시 동대문구 전농1동,2023년 06월,"1,956,392"
서울특별시 동대문구 전농1동,2023년 07월,"1,907,686"
서울특별시 동대문구 전농1동,2023년 08월,"1,923,451"
서울특별시 동대문구 전농1동,2023년 09월,"1,951,918"
서울특별시 동대문구 전농1동,2023년 10월,"1,995,302"
서울특별시 동대문구 전농1동,2023년 11월,"1,924,109"
서울특별시 동대문구 전농1동,2023년 12월,"2,032,426"
서울특별시 동대문구 전농1동,2024년 01월,"1,856,812"
서울특별시 동대문구 전농1동,2024년 02월,"1,767,923"
서울특별시 동대문구 전농1동,2024년 03월,"2,204,547"
서울특별시 동대문구 전농1동,2024년 04월,"2,137,712"
서울특별시 동대문구 전농1동,2024년 05월,"2,150,125"
서울특별시 동대문구 전농1동,2024년 06월,"2,170,264"
서울특별시 동대문구 전농1동,2024년 07월,"2,200,763"
서울특별시 동대문구 전농2동,2022년 01월,"619,001"
서울특별시 동대문구 전농2동,2022년 02월,"555,506"
서울특별시 동대문구 전농2동,2022년 03월,"663,901"
서울특별시 동대문구 전농2동,2022년 04월,"791,106"
서울특별시 동대문구 전농2동,2022년 05월,"1,105,155"
서울특별시 동대문구 전농2동,2022년 06월,"842,417"
서울특별시 동대문구 전농2동,2022년 07월,"772,496"
서울특별시 동대문구 전농2동,2022년 08월,"725,952"
서울특별시 동대문구 전농2동,2022년 09월,"856,856"
서울특별시 동대문구 전농2동,2022년 10월,"886,493"
서울특별시 동대문구 전농2동,2022년 11월,"867,799"
서울특별시 동대문구 전농2동,2022년 12월,"807,355"
서울특별시 동대문구 전농2동,2023년 01월,"686,802"
서울특별시 동대문구 전농2동,2023년 02월,"678,290"
서울특별시 동대문구 전농2동,2023년 03월,"930,439"
서울특별시 동대문구 전농2동,2023년 04월,"908,239"
서울특별시 동대문구 전농2동,2023년 05월,"975,727"
서울특별시 동대문구 전농2동,2023년 06월,"921,708"
서울특별시 동대문구 전농2동,2023년 07월,"813,600"
서울특별시 동대문구 전농2동,2023년 08월,"786,900"
서울특별시 동대문구 전농2동,2023년 09월,"897,169"
서울특별시 동대문구 전농2동,2023년 10월,"927,428"
서울특별시 동대문구 전농2동,2023년 11월,"896,398"
서울특별시 동대문구 전농2동,2023년 12월,"836,729"
서울특별시 동대문구 전농2동,2024년 01월,"739,143"
서울특별시 동대문구 전농2동,2024년 02월,"697,694"
서울특별시 동대문구 전농2동,2024년 03월,"935,319"
서울특별시 동대문구 전농2동,2024년 04월,"939,249"
서울특별시 동대문구 전농2동,2024년 05월,"953,844"
서울특별시 동대문구 전농2동,2024년 06월,"878,125"
서울특별시 동대문구 전농2동,2024년 07월,"771,200"
서울특별시 동대문구 제기동,2022년 01월,"1,646,542"
서울특별시 동대문구 제기동,2022년 02월,"1,314,353"
서울특별시 동대문구 제기동,2022년 03월,"1,533,170"
서울특별시 동대문구 제기동,2022년 04월,"1,721,361"
서울특별시 동대문구 제기동,2022년 05월,"2,327,446"
서울특별시 동대문구 제기동,2022년 06월,"1,830,694"
서울특별시 동대문구 제기동,2022년 07월,"1,900,819"
서울특별시 동대문구 제기동,2022년 08월,"1,918,222"
서울특별시 동대문구 제기동,2022년 09월,"2,053,516"
서울특별시 동대문구 제기동,2022년 10월,"2,079,744"
서울특별시 동대문구 제기동,2022년 11월,"2,034,289"
서울특별시 동대문구 제기동,2022년 12월,"1,920,972"
서울특별시 동대문구 제기동,2023년 01월,"1,838,956"
서울특별시 동대문구 제기동,2023년 02월,"1,833,509"
서울특별시 동대문구 제기동,2023년 03월,"2,252,711"
서울특별시 동대문구 제기동,2023년 04월,"2,099,929"
서울특별시 동대문구 제기동,2023년 05월,"2,218,625"
서울특별시 동대문구 제기동,2023년 06월,"2,117,539"
서울특별시 동대문구 제기동,2023년 07월,"1,964,446"
서울특별시 동대문구 제기동,2023년 08월,"1,961,931"
서울특별시 동대문구 제기동,2023년 09월,"2,180,083"
서울특별시 동대문구 제기동,2023년 10월,"2,153,684"
서울특별시 동대문구 제기동,2023년 11월,"2,042,326"
서울특별시 동대문구 제기동,2023년 12월,"1,921,945"
서울특별시 동대문구 제기동,2024년 01월,"1,866,785"
서울특별시 동대문구 제기동,2024년 02월,"1,749,602"
서울특별시 동대문구 제기동,2024년 03월,"2,098,425"
서울특별시 동대문구 제기동,2024년 04월,"2,155,522"
서울특별시 동대문구 제기동,2024년 05월,"2,262,870"
서울특별시 동대문구 제기동,2024년 06월,"2,191,240"
서울특별시 동대문구 제기동,2024년 07월,"2,069,535"
서울특별시 동대문구 청량리동,2022년 01월,"785,319"
서울특별시 동대문구 청량리동,2022년 02월,"695,300"
서울특별시 동대문구 청량리동,2022년 03월,"785,767"
서울특별시 동대문구 청량리동,2022년 04월,"893,292"
서울특별시 동대문구 청량리동,2022년 05월,"1,185,264"
서울특별시 동대문구 청량리동,2022년 06월,"926,778"
서울특별시 동대문구 청량리동,2022년 07월,"929,288"
서울특별시 동대문구 청량리동,2022년 08월,"898,735"
서울특별시 동대문구 청량리동,2022년 09월,"977,377"
서울특별시 동대문구 청량리동,2022년 10월,"1,022,980"
서울특별시 동대문구 청량리동,2022년 11월,"1,016,132"
서울특별시 동대문구 청량리동,2022년 12월,"968,559"
서울특별시 동대문구 청량리동,2023년 01월,"907,175"
서울특별시 동대문구 청량리동,2023년 02월,"916,239"
서울특별시 동대문구 청량리동,2023년 03월,"1,096,147"
서울특별시 동대문구 청량리동,2023년 04월,"1,087,208"
서울특별시 동대문구 청량리동,2023년 05월,"1,159,826"
서울특별시 동대문구 청량리동,2023년 06월,"1,121,789"
서울특별시 동대문구 청량리동,2023년 07월,"1,092,256"
서울특별시 동대문구 청량리동,2023년 08월,"1,043,198"
서울특별시 동대문구 청량리동,2023년 09월,"1,067,532"
서울특별시 동대문구 청량리동,2023년 10월,"1,149,147"
서울특별시 동대문구 청량리동,2023년 11월,"1,110,400"
서울특별시 동대문구 청량리동,2023년 12월,"1,109,524"
서울특별시 동대문구 청량리동,2024년 01월,"1,064,106"
서울특별시 동대문구 청량리동,2024년 02월,"1,006,910"
서울특별시 동대문구 청량리동,2024년 03월,"1,184,672"
서울특별시 동대문구 청량리동,2024년 04월,"1,221,753"
서울특별시 동대문구 청량리동,2024년 05월,"1,294,580"
서울특별시 동대문구 청량리동,2024년 06월,"1,165,325"
서울특별시 동대문구 청량리동,2024년 07월,"1,137,934"
서울특별시 동대문구 회기동,2022년 01월,"802,516"
서울특별시 동대문구 회기동,2022년 02월,"716,909"
서울특별시 동대문구 회기동,2022년 03월,"874,593"
서울특별시 동대문구 회기동,2022년 04월,"1,068,479"
서울특별시 동대문구 회기동,2022년 05월,"1,383,107"
서울특별시 동대문구 회기동,2022년 06월,"1,060,998"
서울특별시 동대문구 회기동,2022년 07월,"1,037,516"
서울특별시 동대문구 회기동,2022년 08월,"1,035,202"
서울특별시 동대문구 회기동,2022년 09월,"1,284,257"
서울특별시 동대문구 회기동,2022년 10월,"1,276,441"
서울특별시 동대문구 회기동,2022년 11월,"1,333,691"
서울특별시 동대문구 회기동,2022년 12월,"1,232,191"
서울특별시 동대문구 회기동,2023년 01월,"944,530"
서울특별시 동대문구 회기동,2023년 02월,"991,395"
서울특별시 동대문구 회기동,2023년 03월,"1,521,332"
서울특별시 동대문구 회기동,2023년 04월,"1,419,885"
서울특별시 동대문구 회기동,2023년 05월,"1,461,228"
서울특별시 동대문구 회기동,2023년 06월,"1,293,869"
서울특별시 동대문구 회기동,2023년 07월,"1,039,147"
서울특별시 동대문구 회기동,2023년 08월,"1,047,952"
서울특별시 동대문구 회기동,2023년 09월,"1,311,921"
서울특별시 동대문구 회기동,2023년 10월,"1,319,998"
서울특별시 동대문구 회기동,2023년 11월,"1,347,788"
서울특별시 동대문구 회기동,2023년 12월,"1,225,748"
서울특별시 동대문구 회기동,2024년 01월,"964,839"
서울특별시 동대문구 회기동,2024년 02월,"875,064"
서울특별시 동대문구 회기동,2024년 03월,"1,340,066"
서울특별시 동대문구 회기동,2024년 04월,"1,400,217"
서울특별시 동대문구 회기동,2024년 05월,"1,390,632"
서울특별시 동대문구 회기동,2024년 06월,"1,215,060"
서울특별시 동대문구 회기동,2024년 07월,"1,048,866"
서울특별시 동대문구 휘경1동,2022년 01월,"811,855"
서울특별시 동대문구 휘경1동,2022년 02월,"726,506"
서울특별시 동대문구 휘경1동,2022년 03월,"836,158"
서울특별시 동대문구 휘경1동,2022년 04월,"956,258"
서울특별시 동대문구 휘경1동,2022년 05월,"1,273,175"
서울특별시 동대문구 휘경1동,2022년 06월,"1,008,855"
서울특별시 동대문구 휘경1동,2022년 07월,"1,000,738"
서울특별시 동대문구 휘경1동,2022년 08월,"1,015,534"
서울특별시 동대문구 휘경1동,2022년 09월,"1,105,611"
서울특별시 동대문구 휘경1동,2022년 10월,"1,128,880"
서울특별시 동대문구 휘경1동,2022년 11월,"1,120,617"
서울특별시 동대문구 휘경1동,2022년 12월,"1,064,137"
서울특별시 동대문구 휘경1동,2023년 01월,"915,221"
서울특별시 동대문구 휘경1동,2023년 02월,"947,690"
서울특별시 동대문구 휘경1동,2023년 03월,"1,213,775"
서울특별시 동대문구 휘경1동,2023년 04월,"1,157,120"
서울특별시 동대문구 휘경1동,2023년 05월,"1,199,932"
서울특별시 동대문구 휘경1동,2023년 06월,"1,123,083"
서울특별시 동대문구 휘경1동,2023년 07월,"948,280"
서울특별시 동대문구 휘경1동,2023년 08월,"935,136"
서울특별시 동대문구 휘경1동,2023년 09월,"1,032,932"
서울특별시 동대문구 휘경1동,2023년 10월,"1,045,612"
서울특별시 동대문구 휘경1동,2023년 11월,"1,031,054"
서울특별시 동대문구 휘경1동,2023년 12월,"983,231"
서울특별시 동대문구 휘경1동,2024년 01월,"876,393"
서울특별시 동대문구 휘경1동,2024년 02월,"805,184"
서울특별시 동대문구 휘경1동,2024년 03월,"1,049,568"
서울특별시 동대문구 휘경1동,2024년 04월,"1,064,311"
서울특별시 동대문구 휘경1동,2024년 05월,"1,094,970"
서울특별시 동대문구 휘경1동,2024년 06월,"1,016,314"
서울특별시 동대문구 휘경1동,2024년 07월,"951,720"
서울특별시 동대문구 휘경2동,2022년 01월,"702,288"
서울특별시 동대문구 휘경2동,2022년 02월,"632,864"
서울특별시 동대문구 휘경2동,2022년 03월,"744,109"
서울특별시 동대문구 휘경2동,2022년 04월,"861,948"
서울특별시 동대문구 휘경2동,2022년 05월,"1,112,460"
서울특별시 동대문구 휘경2동,2022년 06월,"869,581"
서울특별시 동대문구 휘경2동,2022년 07월,"849,256"
서울특별시 동대문구 휘경2동,2022년 08월,"822,774"
서울특별시 동대문구 휘경2동,2022년 09월,"846,744"
서울특별시 동대문구 휘경2동,2022년 10월,"886,929"
서울특별시 동대문구 휘경2동,2022년 11월,"873,931"
서울특별시 동대문구 휘경2동,2022년 12월,"838,386"
서울특별시 동대문구 휘경2동,2023년 01월,"747,444"
서울특별시 동대문구 휘경2동,2023년 02월,"769,044"
서울특별시 동대문구 휘경2동,2023년 03월,"971,962"
서울특별시 동대문구 휘경2동,2023년 04월,"932,083"
서울특별시 동대문구 휘경2동,2023년 05월,"988,433"
서울특별시 동대문구 휘경2동,2023년 06월,"938,924"
서울특별시 동대문구 휘경2동,2023년 07월,"896,729"
서울특별시 동대문구 휘경2동,2023년 08월,"907,476"
서울특별시 동대문구 휘경2동,2023년 09월,"962,187"
서울특별시 동대문구 휘경2동,2023년 10월,"1,001,976"
서울특별시 동대문구 휘경2동,2023년 11월,"955,810"
서울특별시 동대문구 휘경2동,2023년 12월,"917,555"
서울특별시 동대문구 휘경2동,2024년 01월,"849,526"
서울특별시 동대문구 휘경2동,2024년 02월,"779,861"
서울특별시 동대문구 휘경2동,2024년 03월,"967,005"
서울특별시 동대문구 휘경2동,2024년 04월,"945,654"
서울특별시 동대문구 휘경2동,2024년 05월,"963,570"
서울특별시 동대문구 휘경2동,2024년 06월,"889,817"
서울특별시 동대문구 휘경2동,2024년 07월,"857,599"
서울특별시 동작구 노량진1동,2022년 01월,"1,395,452"
서울특별시 동작구 노량진1동,2022년 02월,"1,197,675"
서울특별시 동작구 노량진1동,2022년 03월,"1,299,100"
서울특별시 동작구 노량진1동,2022년 04월,"1,536,112"
서울특별시 동작구 노량진1동,2022년 05월,"1,998,047"
서울특별시 동작구 노량진1동,2022년 06월,"1,566,408"
서울특별시 동작구 노량진1동,2022년 07월,"1,586,343"
서울특별시 동작구 노량진1동,2022년 08월,"1,521,852"
서울특별시 동작구 노량진1동,2022년 09월,"1,606,997"
서울특별시 동작구 노량진1동,2022년 10월,"1,734,303"
서울특별시 동작구 노량진1동,2022년 11월,"1,610,528"
서울특별시 동작구 노량진1동,2022년 12월,"1,563,284"
서울특별시 동작구 노량진1동,2023년 01월,"1,488,038"
서울특별시 동작구 노량진1동,2023년 02월,"1,457,832"
서울특별시 동작구 노량진1동,2023년 03월,"1,702,987"
서울특별시 동작구 노량진1동,2023년 04월,"1,675,454"
서울특별시 동작구 노량진1동,2023년 05월,"1,723,768"
서울특별시 동작구 노량진1동,2023년 06월,"1,631,709"
서울특별시 동작구 노량진1동,2023년 07월,"1,617,580"
서울특별시 동작구 노량진1동,2023년 08월,"1,584,017"
서울특별시 동작구 노량진1동,2023년 09월,"1,586,553"
서울특별시 동작구 노량진1동,2023년 10월,"1,716,872"
서울특별시 동작구 노량진1동,2023년 11월,"1,555,180"
서울특별시 동작구 노량진1동,2023년 12월,"1,570,113"
서울특별시 동작구 노량진1동,2024년 01월,"1,516,953"
서울특별시 동작구 노량진1동,2024년 02월,"1,395,993"
서울특별시 동작구 노량진1동,2024년 03월,"1,637,663"
서울특별시 동작구 노량진1동,2024년 04월,"1,654,949"
서울특별시 동작구 노량진1동,2024년 05월,"1,711,301"
서울특별시 동작구 노량진1동,2024년 06월,"1,624,099"
서울특별시 동작구 노량진1동,2024년 07월,"1,658,553"
서울특별시 동작구 노량진2동,2022년 01월,"930,219"
서울특별시 동작구 노량진2동,2022년 02월,"772,205"
서울특별시 동작구 노량진2동,2022년 03월,"857,579"
서울특별시 동작구 노량진2동,2022년 04월,"1,030,470"
서울특별시 동작구 노량진2동,2022년 05월,"1,348,123"
서울특별시 동작구 노량진2동,2022년 06월,"1,032,509"
서울특별시 동작구 노량진2동,2022년 07월,"1,011,952"
서울특별시 동작구 노량진2동,2022년 08월,"981,488"
서울특별시 동작구 노량진2동,2022년 09월,"1,073,962"
서울특별시 동작구 노량진2동,2022년 10월,"1,127,789"
서울특별시 동작구 노량진2동,2022년 11월,"1,052,930"
서울특별시 동작구 노량진2동,2022년 12월,"1,092,748"
서울특별시 동작구 노량진2동,2023년 01월,"1,008,718"
서울특별시 동작구 노량진2동,2023년 02월,"924,872"
서울특별시 동작구 노량진2동,2023년 03월,"1,034,031"
서울특별시 동작구 노량진2동,2023년 04월,"978,603"
서울특별시 동작구 노량진2동,2023년 05월,"1,024,092"
서울특별시 동작구 노량진2동,2023년 06월,"982,270"
서울특별시 동작구 노량진2동,2023년 07월,"921,957"
서울특별시 동작구 노량진2동,2023년 08월,"910,524"
서울특별시 동작구 노량진2동,2023년 09월,"1,082,012"
서울특별시 동작구 노량진2동,2023년 10월,"1,173,509"
서울특별시 동작구 노량진2동,2023년 11월,"1,133,452"
서울특별시 동작구 노량진2동,2023년 12월,"1,220,880"
서울특별시 동작구 노량진2동,2024년 01월,"1,005,778"
서울특별시 동작구 노량진2동,2024년 02월,"934,132"
서울특별시 동작구 노량진2동,2024년 03월,"1,082,535"
서울특별시 동작구 노량진2동,2024년 04월,"1,105,463"
서울특별시 동작구 노량진2동,2024년 05월,"1,112,295"
서울특별시 동작구 노량진2동,2024년 06월,"1,008,688"
서울특별시 동작구 노량진2동,2024년 07월,"1,000,771"
서울특별시 동작구 대방동,2022년 01월,"1,436,083"
서울특별시 동작구 대방동,2022년 02월,"1,245,597"
서울특별시 동작구 대방동,2022년 03월,"1,409,212"
서울특별시 동작구 대방동,2022년 04월,"1,627,988"
서울특별시 동작구 대방동,2022년 05월,"2,100,138"
서울특별시 동작구 대방동,2022년 06월,"1,633,264"
서울특별시 동작구 대방동,2022년 07월,"1,671,445"
서울특별시 동작구 대방동,2022년 08월,"1,631,063"
서울특별시 동작구 대방동,2022년 09월,"1,700,105"
서울특별시 동작구 대방동,2022년 10월,"1,776,616"
서울특별시 동작구 대방동,2022년 11월,"1,749,347"
서울특별시 동작구 대방동,2022년 12월,"1,729,201"
서울특별시 동작구 대방동,2023년 01월,"1,597,313"
서울특별시 동작구 대방동,2023년 02월,"1,602,392"
서울특별시 동작구 대방동,2023년 03월,"1,947,373"
서울특별시 동작구 대방동,2023년 04월,"1,918,388"
서울특별시 동작구 대방동,2023년 05월,"1,964,966"
서울특별시 동작구 대방동,2023년 06월,"1,899,945"
서울특별시 동작구 대방동,2023년 07월,"1,838,810"
서울특별시 동작구 대방동,2023년 08월,"1,803,379"
서울특별시 동작구 대방동,2023년 09월,"1,888,848"
서울특별시 동작구 대방동,2023년 10월,"1,925,022"
서울특별시 동작구 대방동,2023년 11월,"1,889,014"
